0	0	0	17.8454	3	0	
1	0.0363035	1.7	17.6156	3	19.73	
2	0.0339436	1.66	17.4234	3	19.73	
3	0.0412401	1.89333	17.2247	3	19.73	
4	0.0398382	1.93333	17.0315	3	19.73	
5	0.00518554	2.16	16.8706	3	19.73	
6	0.0166882	2.09333	16.7077	3	19.73	
7	0.0551197	2.26667	16.5342	3	19.73	
8	0.0576718	2.35333	16.3678	3	19.73	
9	0.0388287	2.38	16.1819	3	19.73	
10	0.0544193	2.44667	16.0179	3	19.73	
11	0.0532372	2.59333	15.8539	3	19.73	
12	0.0301601	2.77333	15.6767	3	19.73	
13	0.0612596	2.92	15.5273	3	19.73	
14	0.057068	2.86667	15.3667	3	19.73	
15	0.0955346	3.04667	15.1994	3	19.73	
16	0.125755	3.06	15.0521	3	19.73	
17	0.0981363	3.18	14.8945	3	19.73	
18	0.13135	3.19333	14.7599	3	19.73	
19	0.160071	3.38667	14.6525	3	19.73	
20	0.158273	3.55333	14.5369	3	19.73	
21	0.165544	3.78	14.4456	3	19.73	
22	0.191852	3.86	14.3576	3	19.73	
23	0.205089	4.24	14.2873	3	19.73	
24	0.224093	4.3	14.2137	3	19.73	
25	0.221744	4.34	14.1503	3	19.73	
26	0.26935	4.49333	14.1058	3	19.73	
27	0.296911	4.6	14.0771	3	19.73	
28	0.296791	4.64667	14.0555	3	19.73	
29	0.289526	4.74667	14.0255	3	19.73	
30	0.303956	4.68667	14.0028	3	19.73	
31	0.308061	4.76667	13.9786	3	19.73	
32	0.32284	4.76	13.9686	3	19.73	
33	0.32074	4.71333	13.9478	3	19.73	
34	0.324869	4.77333	13.9217	3	19.73	
35	0.299395	4.76667	13.9094	3	19.73	
36	0.298791	4.74667	13.8915	3	19.73	
37	0.304738	4.78	13.8919	3	19.73	
38	0.328027	4.77333	13.8807	3	19.73	
39	0.331366	4.75333	13.8843	3	19.73	
40	0.348977	4.79333	13.8955	3	19.73	
41	0.300212	4.7	13.8888	3	19.73	
42	0.303715	4.70667	13.9008	3	19.73	
43	0.264797	4.66	13.8911	3	19.73	
44	0.280033	4.7	13.8858	3	19.73	
45	0.286939	4.72667	13.8678	3	19.73	
46	0.282889	4.73333	13.8642	3	19.73	
47	0.277827	4.74	13.8569	3	19.73	
48	0.298926	4.82667	13.8532	3	19.73	
49	0.296532	4.88	13.8378	3	19.73	
50	0.319769	4.86	13.8279	3	19.73	
51	0.329606	4.82667	13.832	3	19.73	
52	0.334103	4.86	13.8201	3	19.73	
53	0.346227	4.83333	13.831	3	19.73	
54	0.333087	4.86	13.8103	3	19.73	
55	0.328975	4.86667	13.8059	3	19.73	
56	0.339765	4.9	13.8208	3	19.73	
57	0.315445	4.95333	13.8126	3	19.73	
58	0.341035	4.92667	13.7984	3	19.73	
59	0.33868	4.95333	13.8006	3	19.73	
60	0.360029	4.88	13.7975	3	19.73	
61	0.34357	4.92	13.793	3	19.73	
62	0.347266	4.85333	13.7902	3	19.73	
63	0.341385	4.88	13.7963	3	19.73	
64	0.344224	4.91333	13.7867	3	19.73	
65	0.30794	4.89333	13.7803	3	19.73	
66	0.300766	4.93333	13.7867	3	19.73	
67	0.31358	4.87333	13.787	3	19.73	
68	0.316047	4.90667	13.7874	3	19.73	
69	0.295208	4.96667	13.7634	3	19.73	
70	0.284368	5	13.7586	3	19.73	
71	0.29082	4.97333	13.7641	3	19.73	
72	0.274219	4.94	13.7535	3	19.73	
73	0.286951	4.98667	13.7496	3	19.73	
74	0.290195	4.95333	13.7547	3	19.73	
75	0.295477	4.95333	13.7566	3	19.73	
76	0.288496	4.93333	13.7412	3	19.73	
77	0.286327	4.96667	13.7475	3	19.73	
78	0.295546	4.98667	13.7413	3	19.73	
79	0.307382	4.96	13.7313	3	19.73	
80	0.302489	4.96667	13.741	3	19.73	
81	0.293602	4.98667	13.7405	3	19.73	
82	0.292468	4.98	13.7436	3	19.73	
83	0.285119	5.01333	13.7446	3	19.73	
84	0.288018	5.04	13.7413	3	19.73	
85	0.288317	5.00667	13.7397	3	19.73	
86	0.309339	4.96667	13.7359	3	19.73	
87	0.298966	5	13.7475	3	19.73	
88	0.287105	4.99333	13.7297	3	19.73	
89	0.296556	5.01333	13.7411	3	19.73	
90	0.309932	5.01333	13.7482	3	19.73	
91	0.315954	5.02	13.7444	3	19.73	
92	0.305535	5.00667	13.7364	3	19.73	
93	0.310025	5	13.7417	3	19.73	
94	0.302269	5	13.7285	3	19.73	
95	0.308736	5.04667	13.7302	3	19.73	
96	0.318584	5	13.7376	3	19.73	
97	0.317792	4.98667	13.7412	3	19.73	
98	0.300641	5	13.7446	3	19.73	
99	0.315503	5.02	13.73	3	19.73	
100	0.324599	4.99333	13.7315	3	19.73	
101	0.309748	5	13.7356	3	19.73	
102	0.319869	5.04	13.7351	3	19.73	
103	0.311444	5.04	13.735	3	19.73	
104	0.305413	5.02667	13.7401	3	19.73	
105	0.322975	5.06667	13.7479	3	19.73	
106	0.329024	5.01333	13.7384	3	19.73	
107	0.322813	5.02	13.7238	3	19.73	
108	0.324048	5.07333	13.7264	3	19.73	
109	0.334222	5.01333	13.7321	3	19.73	
110	0.321028	5.07333	13.7475	3	19.73	
111	0.324817	5.08667	13.7356	3	19.73	
112	0.322271	5.1	13.731	3	19.73	
113	0.314971	5.10667	13.7331	3	19.73	
114	0.304323	5.09333	13.7312	3	19.73	
115	0.311361	5.10667	13.7295	3	19.73	
116	0.310257	5.1	13.7273	3	19.73	
117	0.309746	5.1	13.7243	3	19.73	
118	0.307187	5.10667	13.7265	3	19.73	
119	0.310192	5.06667	13.7182	3	19.73	
120	0.301671	5.08	13.7161	3	19.73	
121	0.286002	5.08667	13.7123	3	19.73	
122	0.270241	5.06	13.7205	3	19.73	
123	0.291964	5.06	13.7317	3	19.73	
124	0.304248	5.06667	13.7183	3	19.73	
125	0.285182	5.04667	13.7213	3	19.73	
126	0.289494	5.02667	13.7148	3	19.73	
127	0.282758	5.08667	13.7176	3	19.73	
128	0.268861	5.04	13.7109	3	19.73	
129	0.274613	5.04667	13.7165	3	19.73	
130	0.264581	5.06667	13.7242	3	19.73	
131	0.262396	5.03333	13.7279	3	19.73	
132	0.273688	5.03333	13.7241	3	19.73	
133	0.283064	5.04	13.7187	3	19.73	
134	0.287704	5.06	13.716	3	19.73	
135	0.281283	5.06	13.7236	3	19.73	
136	0.290258	5.06	13.7116	3	19.73	
137	0.291478	5.09333	13.7084	3	19.73	
138	0.296491	5.04667	13.718	3	19.73	
139	0.290748	5.07333	13.7208	3	19.73	
140	0.289457	5.05333	13.7155	3	19.73	
141	0.286587	5.05333	13.7136	3	19.73	
142	0.286499	5.1	13.7092	3	19.73	
143	0.281553	5.08	13.7105	3	19.73	
144	0.273249	5.06667	13.7091	3	19.73	
145	0.256622	5.06	13.7116	3	19.73	
146	0.247452	5.07333	13.7167	3	19.73	
147	0.263553	5.11333	13.7118	3	19.73	
148	0.251459	5.05333	13.7107	3	19.73	
149	0.255363	5.09333	13.7081	3	19.73	
150	0.250871	5.06667	13.7171	3	19.73	
151	0.243199	5.06	13.725	3	19.73	
152	0.250281	5.05333	13.7078	3	19.73	
153	0.24529	5.04667	13.7087	3	19.73	
154	0.255866	5.08667	13.7188	3	19.73	
155	0.251381	5.07333	13.7097	3	19.73	
156	0.253354	5.08667	13.7097	3	19.73	
157	0.262244	5.01333	13.71	3	19.73	
158	0.254516	5.1	13.7015	3	19.73	
159	0.259592	5.07333	13.7058	3	19.73	
160	0.269133	5.03333	13.709	3	19.73	
161	0.275668	5.06	13.7129	3	19.73	
162	0.276246	4.99333	13.7156	3	19.73	
163	0.289028	5.00667	13.7271	3	19.73	
164	0.279345	5.01333	13.7088	3	19.73	
165	0.280873	5.01333	13.7071	3	19.73	
166	0.278437	5.00667	13.7086	3	19.73	
167	0.285882	4.98	13.7102	3	19.73	
168	0.292522	4.98	13.7193	3	19.73	
169	0.299063	5	13.714	3	19.73	
170	0.297413	4.98	13.7178	3	19.73	
171	0.293678	5	13.7173	3	19.73	
172	0.308717	5.01333	13.7093	3	19.73	
173	0.318468	5.04667	13.7074	3	19.73	
174	0.32315	5.04667	13.7079	3	19.73	
175	0.328355	5.04667	13.6992	3	19.73	
176	0.320821	5.04	13.6929	3	19.73	
177	0.321941	5.08667	13.6999	3	19.73	
178	0.322353	5.03333	13.6954	3	19.73	
179	0.323735	5.02	13.69	3	19.73	
180	0.332776	5.04	13.7096	3	19.73	
181	0.319121	5.05333	13.7077	3	19.73	
182	0.327469	5.03333	13.6933	3	19.73	
183	0.326191	5.03333	13.7001	3	19.73	
184	0.324471	5.02667	13.7018	3	19.73	
185	0.317465	5.04	13.6918	3	19.73	
186	0.308806	5.02	13.6997	3	19.73	
187	0.309926	5.04667	13.7038	3	19.73	
188	0.313194	5.02	13.7062	3	19.73	
189	0.313118	5.06667	13.697	3	19.73	
190	0.327912	5.07333	13.6973	3	19.73	
191	0.33585	5.08	13.7009	3	19.73	
192	0.325205	5.02667	13.6941	3	19.73	
193	0.328605	5.1	13.6968	3	19.73	
194	0.326262	5.08667	13.689	3	19.73	
195	0.33979	5.10667	13.6891	3	19.73	
196	0.347583	5.07333	13.6954	3	19.73	
197	0.359183	5.10667	13.6921	3	19.73	
198	0.376596	5.04	13.697	3	19.73	
199	0.369261	5.10667	13.684	3	19.73	
200	0.377657	5.09333	13.6762	3	19.73	
201	0.360057	5.09333	13.6761	3	19.73	
202	0.378088	5.08	13.6828	3	19.73	
203	0.364885	5.11333	13.671	3	19.73	
204	0.357332	5.08667	13.6815	3	19.73	
205	0.349172	5.08667	13.6865	3	19.73	
206	0.349973	5.10667	13.6755	3	19.73	
207	0.342485	5.1	13.6875	3	19.73	
208	0.344364	5.11333	13.6723	3	19.73	
209	0.349423	5.08667	13.6672	3	19.73	
210	0.365289	5.12667	13.6827	3	19.73	
211	0.370729	5.11333	13.6814	3	19.73	
212	0.361461	5.08667	13.6758	3	19.73	
213	0.369009	5.08667	13.6759	3	19.73	
214	0.367226	5.11333	13.6757	3	19.73	
215	0.354551	5.12667	13.6809	3	19.73	
216	0.370641	5.1	13.6698	3	19.73	
217	0.367647	5.08667	13.6768	3	19.73	
218	0.372327	5.11333	13.6648	3	19.73	
219	0.367645	5.10667	13.6697	3	19.73	
220	0.35377	5.11333	13.6758	3	19.73	
221	0.367577	5.10667	13.6651	3	19.73	
222	0.365655	5.12	13.6709	3	19.73	
223	0.353084	5.08667	13.6892	3	19.73	
224	0.350213	5.10667	13.6836	3	19.73	
